user_id,model,params,fold,is_final_fold,train_start,train_end,test_start,test_end,n_train,n_test,accuracy_top1,f1_macro_top1,recall@1,mrr@1,recall@3,mrr@3,recall@5,mrr@5
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",12,False,2024-11-24 12:00:34.919013-03:00,2025-04-17 12:00:34.919013-03:00,2025-04-17 12:00:34.919013-03:00,2025-04-24 12:00:34.919013-03:00,698,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",13,False,2024-11-24 12:00:34.919013-03:00,2025-04-24 12:00:34.919013-03:00,2025-04-24 12:00:34.919013-03:00,2025-05-01 12:00:34.919013-03:00,764,13,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.038461538461538464
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",14,False,2024-11-24 12:00:34.919013-03:00,2025-05-01 12:00:34.919013-03:00,2025-05-01 12:00:34.919013-03:00,2025-05-08 12:00:34.919013-03:00,777,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",15,False,2024-11-24 12:00:34.919013-03:00,2025-05-08 12:00:34.919013-03:00,2025-05-08 12:00:34.919013-03:00,2025-05-15 12:00:34.919013-03:00,802,45,0.022222222222222223,0.005555555555555555,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.037037037037037035,0.06666666666666667,0.037037037037037035
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",16,False,2024-11-24 12:00:34.919013-03:00,2025-05-15 12:00:34.919013-03:00,2025-05-15 12:00:34.919013-03:00,2025-05-22 12:00:34.919013-03:00,847,11,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.03636363636363637
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",17,False,2024-11-24 12:00:34.919013-03:00,2025-05-22 12:00:34.919013-03:00,2025-05-22 12:00:34.919013-03:00,2025-05-29 12:00:34.919013-03:00,858,284,0.06690140845070422,0.008041562098304462,0.06690140845070422,0.06690140845070422,0.08098591549295775,0.0733568075117371,0.09154929577464789,0.07546948356807512
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",18,False,2024-11-30 12:00:34.919013-03:00,2025-05-29 12:00:34.919013-03:00,2025-05-29 12:00:34.919013-03:00,2025-06-05 12:00:34.919013-03:00,1107,34,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.017647058823529415
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",19,False,2024-12-07 12:00:34.919013-03:00,2025-06-05 12:00:34.919013-03:00,2025-06-05 12:00:34.919013-03:00,2025-06-12 12:00:34.919013-03:00,1117,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",20,False,2024-12-14 12:00:34.919013-03:00,2025-06-12 12:00:34.919013-03:00,2025-06-12 12:00:34.919013-03:00,2025-06-19 12:00:34.919013-03:00,1102,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,baseline,"{""half_life_days"": 30, ""ks"": [1, 3, 5], ""max_train_days"": 180, ""min_train_days"": 60, ""rank_k"": 60, ""rank_k_default"": 60, ""step_days"": 7, ""test_days"": 7}",21,False,2024-12-21 12:00:34.919013-03:00,2025-06-19 12:00:34.919013-03:00,2025-06-19 12:00:34.919013-03:00,2025-06-26 12:00:34.919013-03:00,1104,71,0.0,0.0,0.0,0.0,0.23943661971830985,0.07981220657276993,0.23943661971830985,0.07981220657276993
