model,test_start,test_end,users_in_window,total_n_test,total_n_train,accuracy_top1,f1_macro_top1,recall@1,recall@3,recall@5,mrr@1,mrr@3,mrr@5
baseline,2025-07-05 10:28:20.800009-03:00,2025-07-12 10:28:20.800009-03:00,1,249,9591,0.11244979919678715,0.015778994524639125,0.11244979919678715,0.3654618473895582,0.4819277108433735,0.11244979919678715,0.23025435073627845,0.2585676037483266
baseline,2025-07-05 10:49:53.395005-03:00,2025-07-12 10:49:53.395005-03:00,1,14,7340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-07-05 16:31:37.446017-03:00,2025-07-12 16:31:37.446017-03:00,1,802,11200,0.028678304239401497,0.00217577306506657,0.028678304239401497,0.09476309226932668,0.15336658354114713,0.028678304239401497,0.0534081463009144,0.06556525353283461
baseline,2025-07-06 16:59:20.925051-03:00,2025-07-13 16:59:20.925051-03:00,1,1675,7341,0.10746268656716418,0.0016587186398507154,0.10746268656716418,0.2501492537313433,0.3056716417910448,0.10746268656716418,0.17273631840796033,0.18613930348258712
baseline,2025-07-06 17:38:37.874060-03:00,2025-07-13 17:38:37.874060-03:00,1,3938,44692,0.14652107668867445,0.0016489836744900512,0.14652107668867445,0.19197562214321992,0.2907567293042153,0.14652107668867445,0.16560859996614175,0.18744709666497344
baseline,2025-07-07 14:14:43.247008-03:00,2025-07-14 14:14:43.247008-03:00,1,10,539,0.2,0.06666666666666667,0.2,0.6,0.7,0.2,0.4,0.425
baseline,2025-07-07 16:22:55.574005-03:00,2025-07-14 16:22:55.574005-03:00,1,35,3986,0.02857142857142857,0.002976190476190476,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.04285714285714286,0.055714285714285716
baseline,2025-07-08 19:11:24.650007-03:00,2025-07-15 19:11:24.650007-03:00,1,511,12188,0.0,0.0,0.0,0.0019569471624266144,0.005870841487279843,0.0,0.0009784735812133072,0.0019569471624266144
baseline,2025-07-10 09:14:25.081005-03:00,2025-07-17 09:14:25.081005-03:00,1,198,4079,0.0707070707070707,0.0034838928716000054,0.0707070707070707,0.1111111111111111,0.12121212121212122,0.0707070707070707,0.08922558922558921,0.0914983164983165
baseline,2025-07-10 11:29:41.527005-03:00,2025-07-17 11:29:41.527005-03:00,1,76,9415,0.07894736842105263,0.012820512820512822,0.07894736842105263,0.11842105263157894,0.11842105263157894,0.07894736842105263,0.09649122807017543,0.09649122807017543
baseline,2025-07-10 11:43:42.906010-03:00,2025-07-17 11:43:42.906010-03:00,1,2322,74366,0.2756244616709733,0.0071020362869666535,0.2756244616709733,0.38027562446167096,0.4405684754521964,0.2756244616709733,0.3237869652598331,0.33662072925638803
baseline,2025-07-10 12:00:34.919013-03:00,2025-07-17 12:00:34.919013-03:00,1,16,989,0.0625,0.018518518518518517,0.0625,0.0625,0.3125,0.0625,0.0625,0.121875
baseline,2025-07-10 13:54:27.589002-03:00,2025-07-17 13:54:27.589002-03:00,1,3719,24171,0.04006453347674106,0.0005673407638842993,0.04006453347674106,0.07394460876579725,0.07421349825221833,0.04006453347674106,0.05628753249081297,0.05634131038809718
baseline,2025-07-10 23:05:36.614007-03:00,2025-07-17 23:05:36.614007-03:00,1,41,1423,0.4146341463414634,0.09770114942528735,0.4146341463414634,0.4634146341463415,0.7317073170731707,0.4146341463414634,0.4308943089430894,0.49796747967479676
baseline,2025-07-11 14:50:13.611001-03:00,2025-07-18 14:50:13.611001-03:00,1,839,8253,0.03933253873659118,0.0014857837509286147,0.03933253873659118,0.10727056019070322,0.4898688915375447,0.03933253873659118,0.06952721493841878,0.16487882399682166
baseline,2025-07-11 17:22:14.998002-03:00,2025-07-18 17:22:14.998002-03:00,1,88,2293,0.06818181818181818,0.006493506493506493,0.06818181818181818,0.07954545454545454,0.2840909090909091,0.06818181818181818,0.07386363636363637,0.12386363636363637
baseline,2025-07-11 22:34:49.777003-03:00,2025-07-18 22:34:49.777003-03:00,1,18,7145,0.16666666666666666,0.021978021978021976,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.2037037037037037,0.2037037037037037
baseline,2025-07-12 08:47:57.581000-03:00,2025-07-19 08:47:57.581000-03:00,1,34,1004,0.29411764705882354,0.04065040650406504,0.29411764705882354,0.5294117647058824,0.5882352941176471,0.29411764705882354,0.38235294117647056,0.39705882352941174
baseline,2025-07-12 10:28:20.800009-03:00,2025-07-19 10:28:20.800009-03:00,1,604,9691,0.32450331125827814,0.024532587642340575,0.32450331125827814,0.40728476821192056,0.7400662251655629,0.32450331125827814,0.36341059602648995,0.436341059602649
baseline,2025-07-12 10:49:53.395005-03:00,2025-07-19 10:49:53.395005-03:00,1,129,7354,0.015503875968992248,0.0006674294431731502,0.015503875968992248,0.03875968992248062,0.05426356589147287,0.015503875968992248,0.024547803617571057,0.02842377260981912
baseline,2025-07-12 16:31:37.446017-03:00,2025-07-19 16:31:37.446017-03:00,1,2301,12002,0.042155584528465885,0.0041849640334924755,0.042155584528465885,0.12342459800086919,0.21425467188179054,0.042155584528465885,0.07373605678690424,0.09396639142401855
baseline,2025-07-13 13:59:42.181001-03:00,2025-07-20 13:59:42.181001-03:00,1,7,307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
baseline,2025-07-13 16:59:20.925051-03:00,2025-07-20 16:59:20.925051-03:00,1,1660,9016,0.12951807228915663,0.0020116959064327487,0.12951807228915663,0.2957831325301205,0.32228915662650603,0.12951807228915663,0.20863453815261035,0.2146285140562247
baseline,2025-07-13 17:38:37.874060-03:00,2025-07-20 17:38:37.874060-03:00,1,4280,48630,0.1294392523364486,0.0013562707939080427,0.1294392523364486,0.20186915887850468,0.24042056074766355,0.1294392523364486,0.15907320872274178,0.16802180685358292
baseline,2025-07-14 14:14:43.247008-03:00,2025-07-21 14:14:43.247008-03:00,1,8,510,0.25,0.21428571428571427,0.25,0.5,0.5,0.25,0.375,0.375
baseline,2025-07-14 16:22:55.574005-03:00,2025-07-21 16:22:55.574005-03:00,1,51,4021,0.0196078431372549,0.0016722408026755855,0.0196078431372549,0.09803921568627451,0.1568627450980392,0.0196078431372549,0.0522875816993464,0.0650326797385621
baseline,2025-07-15 19:11:24.650007-03:00,2025-07-22 19:11:24.650007-03:00,1,21,11969,0.6666666666666666,0.16470588235294117,0.6666666666666666,0.8095238095238095,0.9047619047619048,0.6666666666666666,0.7380952380952381,0.7619047619047619
baseline,2025-07-17 09:14:25.081005-03:00,2025-07-24 09:14:25.081005-03:00,1,230,4159,0.15217391304347827,0.005953285562311246,0.15217391304347827,0.2391304347826087,0.2782608695652174,0.15217391304347827,0.18913043478260871,0.19760869565217395
baseline,2025-07-17 11:29:41.527005-03:00,2025-07-24 11:29:41.527005-03:00,1,98,9074,0.05102040816326531,0.00834582708645677,0.05102040816326531,0.22448979591836735,0.40816326530612246,0.05102040816326531,0.11394557823129256,0.15578231292517009
baseline,2025-07-17 11:43:42.906010-03:00,2025-07-24 11:43:42.906010-03:00,1,1426,75724,0.1535764375876578,0.004590713761660203,0.1535764375876578,0.2938288920056101,0.423562412342216,0.1535764375876578,0.20546984572230034,0.2350280504908831
baseline,2025-07-17 12:00:34.919013-03:00,2025-07-24 12:00:34.919013-03:00,1,21,1005,0.0,0.0,0.0,0.047619047619047616,0.2857142857142857,0.0,0.023809523809523808,0.07380952380952381
baseline,2025-07-17 13:54:27.589002-03:00,2025-07-24 13:54:27.589002-03:00,1,1131,26055,0.02564102564102564,0.0015270370735399152,0.02564102564102564,0.09195402298850575,0.14854111405835543,0.02564102564102564,0.05806071323312703,0.07096964338343648
baseline,2025-07-17 23:05:36.614007-03:00,2025-07-24 23:05:36.614007-03:00,1,28,1461,0.25,0.06666666666666667,0.25,0.5,0.5714285714285714,0.25,0.375,0.39285714285714285
baseline,2025-07-18 14:50:13.611001-03:00,2025-07-25 14:50:13.611001-03:00,1,387,7634,0.2739018087855297,0.011026161127581006,0.2739018087855297,0.4780361757105943,0.6666666666666666,0.2739018087855297,0.3755383290267011,0.4154608096468558
baseline,2025-07-18 17:22:14.998002-03:00,2025-07-25 17:22:14.998002-03:00,1,155,2381,0.06451612903225806,0.004631773969430292,0.06451612903225806,0.17419354838709677,0.2,0.06451612903225806,0.11935483870967742,0.12548387096774194
baseline,2025-07-18 22:34:49.777003-03:00,2025-07-25 22:34:49.777003-03:00,1,245,6672,0.09795918367346938,0.0027036160865157146,0.09795918367346938,0.19591836734693877,0.2530612244897959,0.09795918367346938,0.14353741496598638,0.1565986394557823
baseline,2025-07-19 08:47:57.581000-03:00,2025-07-26 08:47:57.581000-03:00,1,8,1029,0.125,0.041666666666666664,0.125,0.625,0.75,0.125,0.35416666666666663,0.37916666666666665
baseline,2025-07-19 10:28:20.800009-03:00,2025-07-26 10:28:20.800009-03:00,1,167,10295,0.25748502994011974,0.033872859488623036,0.25748502994011974,0.49101796407185627,0.5149700598802395,0.25748502994011974,0.3682634730538923,0.3742514970059881
baseline,2025-07-19 10:49:53.395005-03:00,2025-07-26 10:49:53.395005-03:00,1,45,7483,0.022222222222222223,0.005714285714285713,0.022222222222222223,0.1111111111111111,0.17777777777777778,0.022222222222222223,0.059259259259259255,0.07592592592592592
baseline,2025-07-19 16:31:37.446017-03:00,2025-07-26 16:31:37.446017-03:00,1,4386,14303,0.0617875056999544,0.006337723319785197,0.0617875056999544,0.1716826265389877,0.2131782945736434,0.0617875056999544,0.10373917008663858,0.11303009575923284
baseline,2025-07-20 16:59:20.925051-03:00,2025-07-27 16:59:20.925051-03:00,1,1662,10676,0.11853188929001203,0.0021820967831777107,0.11853188929001203,0.25511432009626955,0.29121540312876054,0.11853188929001203,0.18281187324508624,0.190663858804653
baseline,2025-07-20 17:38:37.874060-03:00,2025-07-27 17:38:37.874060-03:00,1,4233,52910,0.09803921568627451,0.0011446886446886447,0.09803921568627451,0.18615639026695016,0.26104417670682734,0.09803921568627451,0.1347743916843845,0.15285849279470815
baseline,2025-07-21 14:14:43.247008-03:00,2025-07-28 14:14:43.247008-03:00,1,14,518,0.21428571428571427,0.05,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.25,0.25
baseline,2025-07-21 16:22:55.574005-03:00,2025-07-28 16:22:55.574005-03:00,1,38,4072,0.07894736842105263,0.007702182284980744,0.07894736842105263,0.13157894736842105,0.2894736842105263,0.07894736842105263,0.10526315789473684,0.14210526315789473
baseline,2025-07-22 19:11:24.650007-03:00,2025-07-29 19:11:24.650007-03:00,1,37,11365,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.013513513513513514,0.013513513513513514
baseline,2025-07-24 09:14:25.081005-03:00,2025-07-31 09:14:25.081005-03:00,1,251,4286,0.03187250996015936,0.0011924320460571336,0.03187250996015936,0.10756972111553785,0.1394422310756972,0.03187250996015936,0.06706507304116867,0.07443559096945551
baseline,2025-07-24 11:29:41.527005-03:00,2025-07-31 11:29:41.527005-03:00,1,43,8499,0.09302325581395349,0.017094017094017092,0.09302325581395349,0.46511627906976744,0.6744186046511628,0.09302325581395349,0.22093023255813954,0.27325581395348847
baseline,2025-07-24 11:43:42.906010-03:00,2025-07-31 11:43:42.906010-03:00,1,1939,74636,0.10469314079422383,0.0029616013071895424,0.10469314079422383,0.13512119649303764,0.28674574522949975,0.10469314079422383,0.11543751074437003,0.14751590166752557
baseline,2025-07-24 12:00:34.919013-03:00,2025-07-31 12:00:34.919013-03:00,1,107,1018,0.0,0.0,0.0,0.0,0.04672897196261682,0.0,0.0,0.011682242990654205
baseline,2025-07-24 13:54:27.589002-03:00,2025-07-31 13:54:27.589002-03:00,1,3196,23972,0.14799749687108887,0.0017805383022774328,0.14799749687108887,0.17991239048811014,0.3504380475594493,0.14799749687108887,0.16171255736337067,0.20054234459741466
baseline,2025-07-24 23:05:36.614007-03:00,2025-07-31 23:05:36.614007-03:00,1,61,1489,0.21311475409836064,0.0501930501930502,0.21311475409836064,0.26229508196721313,0.45901639344262296,0.21311475409836064,0.23497267759562843,0.27513661202185785
baseline,2025-07-25 17:22:14.998002-03:00,2025-08-01 17:22:14.998002-03:00,1,92,2536,0.06521739130434782,0.00510204081632653,0.06521739130434782,0.40217391304347827,0.44565217391304346,0.06521739130434782,0.18840579710144933,0.1976449275362319
baseline,2025-07-25 22:34:49.777003-03:00,2025-08-01 22:34:49.777003-03:00,1,2,6443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-07-26 08:47:57.581000-03:00,2025-08-02 08:47:57.581000-03:00,1,20,1023,0.2,0.07407407407407407,0.2,0.3,0.65,0.2,0.25,0.325
baseline,2025-07-26 09:01:32.287002-03:00,2025-08-02 09:01:32.287002-03:00,1,234,1902,0.042735042735042736,0.0016643088957310477,0.042735042735042736,0.08974358974358974,0.14957264957264957,0.042735042735042736,0.0633903133903134,0.07727920227920226
baseline,2025-07-26 10:28:20.800009-03:00,2025-08-02 10:28:20.800009-03:00,1,49,10035,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.006802721088435374,0.006802721088435374
baseline,2025-07-26 10:49:53.395005-03:00,2025-08-02 10:49:53.395005-03:00,1,318,7528,0.03773584905660377,0.001000448296473401,0.03773584905660377,0.12264150943396226,0.15723270440251572,0.03773584905660377,0.06918238993710692,0.07751572327044026
baseline,2025-07-26 16:31:37.446017-03:00,2025-08-02 16:31:37.446017-03:00,1,1334,18689,0.06896551724137931,0.006900902869113619,0.06896551724137931,0.1446776611694153,0.18290854572713644,0.06896551724137931,0.09907546226886547,0.10739630184907539
baseline,2025-07-27 13:59:42.181001-03:00,2025-08-03 13:59:42.181001-03:00,1,21,314,0.2857142857142857,0.08888888888888888,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5714285714285714
baseline,2025-07-27 16:59:20.925051-03:00,2025-08-03 16:59:20.925051-03:00,1,1729,12338,0.07229612492770388,0.00109691459861701,0.07229612492770388,0.14690572585309428,0.17987275882012724,0.07229612492770388,0.10767302872566036,0.11519182571814152
baseline,2025-07-27 17:38:37.874060-03:00,2025-08-03 17:38:37.874060-03:00,1,2393,57143,0.09486000835770998,0.0016503089785532533,0.09486000835770998,0.1299623903050564,0.20183869619724196,0.09486000835770998,0.10697868783953197,0.12415378186376938
baseline,2025-07-28 14:14:43.247008-03:00,2025-08-04 14:14:43.247008-03:00,1,13,532,0.15384615384615385,0.05128205128205129,0.15384615384615385,0.5384615384615384,0.6923076923076923,0.15384615384615385,0.34615384615384615,0.3807692307692308
baseline,2025-07-28 16:22:55.574005-03:00,2025-08-04 16:22:55.574005-03:00,1,83,4110,0.03614457831325301,0.004166666666666667,0.03614457831325301,0.13253012048192772,0.20481927710843373,0.03614457831325301,0.07429718875502009,0.09116465863453815
baseline,2025-07-29 19:11:24.650007-03:00,2025-08-05 19:11:24.650007-03:00,1,119,11368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-07-31 09:14:25.081005-03:00,2025-08-07 09:14:25.081005-03:00,1,273,4410,0.11721611721611722,0.00398788725832751,0.11721611721611722,0.1978021978021978,0.2087912087912088,0.11721611721611722,0.15323565323565325,0.15579975579975583
baseline,2025-07-31 11:29:41.527005-03:00,2025-08-07 11:29:41.527005-03:00,1,89,8110,0.056179775280898875,0.007936507936507936,0.056179775280898875,0.12359550561797752,0.2808988764044944,0.056179775280898875,0.0898876404494382,0.12640449438202248
baseline,2025-07-31 11:43:42.906010-03:00,2025-08-07 11:43:42.906010-03:00,1,1305,75429,0.019157088122605363,0.0007998720204767236,0.019157088122605363,0.12950191570881225,0.2099616858237548,0.019157088122605363,0.0653895274584929,0.08328224776500634
baseline,2025-07-31 12:00:34.919013-03:00,2025-08-07 12:00:34.919013-03:00,1,11,1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-07-31 13:54:27.589002-03:00,2025-08-07 13:54:27.589002-03:00,1,194,25733,0.020618556701030927,0.0015625,0.020618556701030927,0.08762886597938144,0.1958762886597938,0.020618556701030927,0.049828178694158065,0.07689003436426119
baseline,2025-07-31 23:05:36.614007-03:00,2025-08-07 23:05:36.614007-03:00,1,123,1545,0.44715447154471544,0.0686641697877653,0.44715447154471544,0.4715447154471545,0.7235772357723578,0.44715447154471544,0.45934959349593496,0.5097560975609762
baseline,2025-08-01 17:22:14.998002-03:00,2025-08-08 17:22:14.998002-03:00,1,110,2628,0.12727272727272726,0.009817671809256662,0.12727272727272726,0.4818181818181818,0.5363636363636364,0.12727272727272726,0.2939393939393939,0.3066666666666667
baseline,2025-08-01 22:34:49.777003-03:00,2025-08-08 22:34:49.777003-03:00,1,138,6106,0.08695652173913043,0.0038095238095238095,0.08695652173913043,0.1956521739130435,0.1956521739130435,0.08695652173913043,0.13164251207729466,0.13164251207729466
baseline,2025-08-02 08:47:57.581000-03:00,2025-08-09 08:47:57.581000-03:00,1,7,1017,0.42857142857142855,0.24761904761904763,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.6428571428571429,0.6428571428571429
baseline,2025-08-02 09:01:32.287002-03:00,2025-08-09 09:01:32.287002-03:00,1,7,2136,0.5714285714285714,0.24242424242424243,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
baseline,2025-08-02 10:28:20.800009-03:00,2025-08-09 10:28:20.800009-03:00,1,451,9973,0.2572062084257206,0.013303731240534213,0.2572062084257206,0.30155210643015523,0.43902439024390244,0.2572062084257206,0.27457501847745747,0.30849963045084994
baseline,2025-08-02 10:49:53.395005-03:00,2025-08-09 10:49:53.395005-03:00,1,266,7846,0.018796992481203006,0.00046992481203007516,0.018796992481203006,0.15789473684210525,0.19172932330827067,0.018796992481203006,0.07268170426065164,0.08038847117794484
baseline,2025-08-03 16:59:20.925051-03:00,2025-08-10 16:59:20.925051-03:00,1,2069,14067,0.10391493475108748,0.0020648851003969983,0.10391493475108748,0.27307878202029967,0.32576123731271145,0.10391493475108748,0.17907201546640852,0.19030932817786303
baseline,2025-08-03 17:38:37.874060-03:00,2025-08-10 17:38:37.874060-03:00,1,5575,59536,0.07569506726457399,0.0009198499031650901,0.07569506726457399,0.22044843049327353,0.27443946188340806,0.07569506726457399,0.13730941704035843,0.14921973094170404
baseline,2025-08-04 14:14:43.247008-03:00,2025-08-11 14:14:43.247008-03:00,1,12,543,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.2916666666666667,0.3333333333333333
baseline,2025-08-04 16:22:55.574005-03:00,2025-08-11 16:22:55.574005-03:00,1,160,4193,0.025,0.0015281015281015282,0.025,0.11875,0.1375,0.025,0.06979166666666667,0.07416666666666667
baseline,2025-08-05 19:11:24.650007-03:00,2025-08-12 19:11:24.650007-03:00,1,22,11250,0.045454545454545456,0.023809523809523805,0.045454545454545456,0.09090909090909091,0.9090909090909091,0.045454545454545456,0.06818181818181818,0.2727272727272727
baseline,2025-08-07 09:14:25.081005-03:00,2025-08-14 09:14:25.081005-03:00,1,125,4471,0.08,0.005193336075689017,0.08,0.176,0.264,0.08,0.12533333333333335,0.14573333333333333
baseline,2025-08-07 11:29:41.527005-03:00,2025-08-14 11:29:41.527005-03:00,1,46,7475,0.1956521739130435,0.028758169934640528,0.1956521739130435,0.30434782608695654,0.30434782608695654,0.1956521739130435,0.23550724637681156,0.23550724637681156
baseline,2025-08-07 11:43:42.906010-03:00,2025-08-14 11:43:42.906010-03:00,1,1484,75300,0.020889487870619946,0.0009094242757609094,0.020889487870619946,0.20889487870619947,0.3173854447439353,0.020889487870619946,0.0956873315363881,0.12102425876010803
baseline,2025-08-07 12:00:34.919013-03:00,2025-08-14 12:00:34.919013-03:00,1,2,1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-08-07 13:54:27.589002-03:00,2025-08-14 13:54:27.589002-03:00,1,940,24195,0.002127659574468085,0.013888888888888888,0.002127659574468085,0.10957446808510639,0.26170212765957446,0.002127659574468085,0.03794326241134749,0.07581560283687953
baseline,2025-08-07 23:05:36.614007-03:00,2025-08-14 23:05:36.614007-03:00,1,156,1668,0.5192307692307693,0.08544303797468354,0.5192307692307693,0.7115384615384616,0.7564102564102564,0.5192307692307693,0.6068376068376069,0.6158119658119658
baseline,2025-08-08 17:22:14.998002-03:00,2025-08-15 17:22:14.998002-03:00,1,135,2738,0.05925925925925926,0.003858210754762479,0.05925925925925926,0.14814814814814814,0.362962962962963,0.05925925925925926,0.0925925925925926,0.1414814814814814
baseline,2025-08-08 22:34:49.777003-03:00,2025-08-15 22:34:49.777003-03:00,1,68,5817,0.014705882352941176,0.0007432181345224824,0.014705882352941176,0.08823529411764706,0.11764705882352941,0.014705882352941176,0.041666666666666664,0.04901960784313725
baseline,2025-08-09 09:01:32.287002-03:00,2025-08-16 09:01:32.287002-03:00,1,40,2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-08-09 10:28:20.800009-03:00,2025-08-16 10:28:20.800009-03:00,1,272,10044,0.2536764705882353,0.02770899416760463,0.2536764705882353,0.3235294117647059,0.35661764705882354,0.2536764705882353,0.2769607843137256,0.2835784313725493
baseline,2025-08-09 10:49:53.395005-03:00,2025-08-16 10:49:53.395005-03:00,1,356,8112,0.02247191011235955,0.0002664002664002664,0.02247191011235955,0.11235955056179775,0.15730337078651685,0.02247191011235955,0.06039325842696628,0.07064606741573032
baseline,2025-08-10 13:59:42.181001-03:00,2025-08-17 13:59:42.181001-03:00,1,41,335,0.2682926829268293,0.034444444444444444,0.2682926829268293,0.34146341463414637,0.36585365853658536,0.2682926829268293,0.3008130081300813,0.3056910569105691
baseline,2025-08-10 16:59:20.925051-03:00,2025-08-17 16:59:20.925051-03:00,1,3568,16136,0.08380044843049328,0.0012073932834557922,0.08380044843049328,0.1961883408071749,0.25168161434977576,0.08380044843049328,0.1337350523168907,0.14718796711509685
baseline,2025-08-10 17:38:37.874060-03:00,2025-08-17 17:38:37.874060-03:00,1,3566,65111,0.08693213684800898,0.0011108244467377595,0.08693213684800898,0.14974761637689288,0.2072349971957375,0.08693213684800898,0.11226397457468681,0.1253458590390725
baseline,2025-08-11 14:14:43.247008-03:00,2025-08-18 14:14:43.247008-03:00,1,28,555,0.17857142857142858,0.0989010989010989,0.17857142857142858,0.2857142857142857,0.42857142857142855,0.17857142857142858,0.2202380952380952,0.25059523809523815
baseline,2025-08-11 16:22:55.574005-03:00,2025-08-18 16:22:55.574005-03:00,1,120,4353,0.10833333333333334,0.008151783920319183,0.10833333333333334,0.11666666666666667,0.15833333333333333,0.10833333333333334,0.11111111111111112,0.11986111111111111
baseline,2025-08-12 19:11:24.650007-03:00,2025-08-19 19:11:24.650007-03:00,1,100,11177,0.27,0.01048136645962733,0.27,0.27,0.27,0.27,0.27,0.27
baseline,2025-08-14 09:14:25.081005-03:00,2025-08-21 09:14:25.081005-03:00,1,298,4495,0.13758389261744966,0.004965178228498576,0.13758389261744966,0.2214765100671141,0.23154362416107382,0.13758389261744966,0.17785234899328858,0.18003355704697988
baseline,2025-08-14 11:29:41.527005-03:00,2025-08-21 11:29:41.527005-03:00,1,34,6727,0.058823529411764705,0.007407407407407407,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.1308823529411765
baseline,2025-08-14 11:43:42.906010-03:00,2025-08-21 11:43:42.906010-03:00,1,2076,75784,0.016859344894026976,0.0005263434917627244,0.016859344894026976,0.21676300578034682,0.29624277456647397,0.016859344894026976,0.09938985228002596,0.1180796403339758
baseline,2025-08-14 12:00:34.919013-03:00,2025-08-21 12:00:34.919013-03:00,1,20,1064,0.1,0.03636363636363636,0.1,0.1,0.15,0.1,0.1,0.1125
baseline,2025-08-14 13:54:27.589002-03:00,2025-08-21 13:54:27.589002-03:00,1,180,24082,0.0,0.0,0.0,0.23333333333333334,0.23333333333333334,0.0,0.08611111111111112,0.08611111111111112
baseline,2025-08-14 23:05:36.614007-03:00,2025-08-21 23:05:36.614007-03:00,1,152,1824,0.4934210526315789,0.06007208650380457,0.4934210526315789,0.5921052631578947,0.625,0.4934210526315789,0.5416666666666667,0.5485745614035088
baseline,2025-08-15 17:22:14.998002-03:00,2025-08-22 17:22:14.998002-03:00,1,66,2873,0.09090909090909091,0.006944444444444444,0.09090909090909091,0.16666666666666666,0.21212121212121213,0.09090909090909091,0.11868686868686867,0.13005050505050503
baseline,2025-08-15 22:34:49.777003-03:00,2025-08-22 22:34:49.777003-03:00,1,46,5578,0.0,0.0,0.0,0.06521739130434782,0.06521739130434782,0.0,0.021739130434782608,0.021739130434782608
baseline,2025-08-16 08:47:57.581000-03:00,2025-08-23 08:47:57.581000-03:00,1,14,821,0.21428571428571427,0.09999999999999999,0.21428571428571427,0.5,0.6428571428571429,0.21428571428571427,0.35714285714285715,0.38571428571428573
baseline,2025-08-16 09:01:32.287002-03:00,2025-08-23 09:01:32.287002-03:00,1,503,2183,0.011928429423459244,0.00033056464468495683,0.011928429423459244,0.041749502982107355,0.0636182902584493,0.011928429423459244,0.02418820410868125,0.02905897945659377
baseline,2025-08-16 10:28:20.800009-03:00,2025-08-23 10:28:20.800009-03:00,1,198,9870,0.1414141414141414,0.008931419457735247,0.1414141414141414,0.14646464646464646,0.16161616161616163,0.1414141414141414,0.14309764309764308,0.1461279461279461
baseline,2025-08-16 10:49:53.395005-03:00,2025-08-23 10:49:53.395005-03:00,1,98,8468,0.01020408163265306,0.00031857279388340236,0.01020408163265306,0.01020408163265306,0.061224489795918366,0.01020408163265306,0.01020408163265306,0.020918367346938777
baseline,2025-08-17 13:59:42.181001-03:00,2025-08-24 13:59:42.181001-03:00,1,45,376,0.06666666666666667,0.005681818181818182,0.06666666666666667,0.13333333333333333,0.15555555555555556,0.06666666666666667,0.1,0.10444444444444445
baseline,2025-08-17 16:59:20.925051-03:00,2025-08-24 16:59:20.925051-03:00,1,4623,19704,0.07722258273848151,0.00096223821460338,0.07722258273848151,0.14471122647631407,0.22863941163746485,0.07722258273848151,0.109020116807268,0.12845554834523035
baseline,2025-08-17 17:38:37.874060-03:00,2025-08-24 17:38:37.874060-03:00,1,4116,68677,0.13896987366375121,0.0016829469224432152,0.13896987366375121,0.1933916423712342,0.25145772594752186,0.13896987366375121,0.16423712342079685,0.17685860058309089
baseline,2025-08-18 14:14:43.247008-03:00,2025-08-25 14:14:43.247008-03:00,1,11,583,0.45454545454545453,0.18589743589743588,0.45454545454545453,0.6363636363636364,0.9090909090909091,0.45454545454545453,0.5454545454545454,0.6045454545454546
baseline,2025-08-18 16:22:55.574005-03:00,2025-08-25 16:22:55.574005-03:00,1,214,4473,0.04672897196261682,0.005604509564090979,0.04672897196261682,0.09813084112149532,0.11682242990654206,0.04672897196261682,0.0693146417445483,0.07375389408099689
baseline,2025-08-19 19:11:24.650007-03:00,2025-08-26 19:11:24.650007-03:00,1,36,11132,0.3333333333333333,0.030037546933667083,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.3333333333333333,0.3611111111111111,0.3611111111111111
baseline,2025-08-21 09:14:25.081005-03:00,2025-08-28 09:14:25.081005-03:00,1,219,4611,0.045662100456621,0.001938312567713976,0.045662100456621,0.0867579908675799,0.0958904109589041,0.045662100456621,0.06621004566210045,0.0682648401826484
baseline,2025-08-21 11:29:41.527005-03:00,2025-08-28 11:29:41.527005-03:00,1,30,6119,0.26666666666666666,0.0392156862745098,0.26666666666666666,0.36666666666666664,0.4666666666666667,0.26666666666666666,0.3055555555555555,0.33055555555555555
baseline,2025-08-21 11:43:42.906010-03:00,2025-08-28 11:43:42.906010-03:00,1,2028,76638,0.047337278106508875,0.004387501813402968,0.047337278106508875,0.2504930966469428,0.35404339250493094,0.047337278106508875,0.1329717291255756,0.15686226166995354
