model,test_start,test_end,users_in_window,total_n_test,total_n_train,accuracy_top1,f1_macro_top1,recall@1,recall@3,recall@5,mrr@1,mrr@3,mrr@5
baseline,2025-05-16 22:34:49.777003-03:00,2025-05-23 22:34:49.777003-03:00,1,240,7247,0.04583333333333333,0.0012521343198634036,0.04583333333333333,0.09583333333333334,0.14166666666666666,0.04583333333333333,0.06805555555555556,0.07805555555555553
baseline,2025-05-17 08:47:57.581000-03:00,2025-05-24 08:47:57.581000-03:00,1,16,857,0.0625,0.019230769230769232,0.0625,0.4375,0.5,0.0625,0.22916666666666666,0.24479166666666666
baseline,2025-05-17 10:28:20.800009-03:00,2025-05-24 10:28:20.800009-03:00,1,556,8269,0.23381294964028776,0.025174158780231336,0.23381294964028776,0.5287769784172662,0.6330935251798561,0.23381294964028776,0.3561151079136692,0.37733812949640205
baseline,2025-05-18 17:38:37.874060-03:00,2025-05-25 17:38:37.874060-03:00,1,2327,20161,0.0,0.0,0.0,0.07348517404383326,0.13579716373012463,0.0,0.0343074058157857,0.04829537315570838
baseline,2025-05-19 14:14:43.247008-03:00,2025-05-26 14:14:43.247008-03:00,1,16,447,0.5,0.24479166666666663,0.5,0.625,0.6875,0.5,0.5625,0.575
baseline,2025-05-20 19:11:24.650007-03:00,2025-05-27 19:11:24.650007-03:00,1,228,13670,0.0,0.0,0.0,0.37280701754385964,0.37280701754385964,0.0,0.18640350877192982,0.18640350877192982
baseline,2025-05-22 07:19:11.962001-03:00,2025-05-29 07:19:11.962001-03:00,1,1238,37432,0.06623586429725363,0.0007856287425149701,0.06623586429725363,0.13893376413570274,0.1890145395799677,0.06623586429725363,0.10016155088852988,0.11175282714054927
baseline,2025-05-22 07:29:04.576003-03:00,2025-05-29 07:29:04.576003-03:00,1,1703,21178,0.022900763358778626,0.000464081763563935,0.022900763358778626,0.0546095126247798,0.0722254844392249,0.022900763358778626,0.03660207477001371,0.04077118809943238
baseline,2025-05-22 09:14:25.081005-03:00,2025-05-29 09:14:25.081005-03:00,1,186,3916,0.06451612903225806,0.001443001443001443,0.06451612903225806,0.10752688172043011,0.14516129032258066,0.06451612903225806,0.08243727598566307,0.09103942652329747
baseline,2025-05-22 11:29:41.527005-03:00,2025-05-29 11:29:41.527005-03:00,1,119,12604,0.06722689075630252,0.0072303921568627446,0.06722689075630252,0.15966386554621848,0.2184873949579832,0.06722689075630252,0.1092436974789916,0.12352941176470587
baseline,2025-05-22 11:43:42.906010-03:00,2025-05-29 11:43:42.906010-03:00,1,3447,68771,0.10762982303452277,0.0026317656238916084,0.10762982303452277,0.36640557006092256,0.5155207426747896,0.10762982303452277,0.2210617928633605,0.2548012764722982
baseline,2025-05-22 12:00:34.919013-03:00,2025-05-29 12:00:34.919013-03:00,1,284,858,0.06690140845070422,0.008041562098304462,0.06690140845070422,0.08098591549295775,0.09154929577464789,0.06690140845070422,0.0733568075117371,0.07546948356807512
baseline,2025-05-22 13:54:27.589002-03:00,2025-05-29 13:54:27.589002-03:00,1,740,25522,0.07972972972972973,0.0013457306442232364,0.07972972972972973,0.15135135135135136,0.17702702702702702,0.07972972972972973,0.11148648648648653,0.11750000000000005
baseline,2025-05-22 23:05:36.614007-03:00,2025-05-29 23:05:36.614007-03:00,1,77,666,0.012987012987012988,0.0030303030303030303,0.012987012987012988,0.07792207792207792,0.14285714285714285,0.012987012987012988,0.03679653679653679,0.05173160173160173
baseline,2025-05-23 14:30:05.710000-03:00,2025-05-30 14:30:05.710000-03:00,1,284,6194,0.176056338028169,0.008805917576611482,0.176056338028169,0.36971830985915494,0.4507042253521127,0.176056338028169,0.2617370892018779,0.2802230046948357
baseline,2025-05-23 22:34:49.777003-03:00,2025-05-30 22:34:49.777003-03:00,1,192,7487,0.03125,0.0011019283746556475,0.03125,0.13020833333333334,0.15104166666666666,0.03125,0.06944444444444445,0.07439236111111111
baseline,2025-05-24 08:47:57.581000-03:00,2025-05-31 08:47:57.581000-03:00,1,14,873,0.14285714285714285,0.08173076923076923,0.14285714285714285,0.5,0.6428571428571429,0.14285714285714285,0.32142857142857145,0.35714285714285715
baseline,2025-05-24 10:28:20.800009-03:00,2025-05-31 10:28:20.800009-03:00,1,554,8825,0.20216606498194944,0.014900409193535004,0.20216606498194944,0.4927797833935018,0.6335740072202166,0.20216606498194944,0.33092659446450035,0.36567388688327296
baseline,2025-05-25 17:38:37.874060-03:00,2025-06-01 17:38:37.874060-03:00,1,3148,22488,0.0,0.0,0.0,0.08513341804320203,0.17376111817026685,0.0,0.03965480728504866,0.05966751376535349
baseline,2025-05-26 14:14:43.247008-03:00,2025-06-02 14:14:43.247008-03:00,1,17,463,0.29411764705882354,0.10548941798941798,0.29411764705882354,0.4117647058823529,0.5882352941176471,0.29411764705882354,0.3431372549019608,0.38431372549019605
baseline,2025-05-27 19:11:24.650007-03:00,2025-06-03 19:11:24.650007-03:00,1,105,13898,0.047619047619047616,0.01443001443001443,0.047619047619047616,0.05714285714285714,0.05714285714285714,0.047619047619047616,0.05238095238095238,0.05238095238095238
baseline,2025-05-29 07:19:11.962001-03:00,2025-06-05 07:19:11.962001-03:00,1,1096,34349,0.0948905109489051,0.0012453300124533001,0.0948905109489051,0.21076642335766424,0.27007299270072993,0.0948905109489051,0.14142335766423356,0.15547445255474465
baseline,2025-05-29 07:29:04.576003-03:00,2025-06-05 07:29:04.576003-03:00,1,1208,22279,0.033112582781456956,0.0005707822140228872,0.033112582781456956,0.08526490066225166,0.12086092715231789,0.033112582781456956,0.05477373068432671,0.062431015452538645
baseline,2025-05-29 09:14:25.081005-03:00,2025-06-05 09:14:25.081005-03:00,1,155,3960,0.0967741935483871,0.002321981424148607,0.0967741935483871,0.16129032258064516,0.17419354838709677,0.0967741935483871,0.12795698924731183,0.13086021505376344
baseline,2025-05-29 11:29:41.527005-03:00,2025-06-05 11:29:41.527005-03:00,1,52,12207,0.11538461538461539,0.015625,0.11538461538461539,0.1346153846153846,0.21153846153846154,0.11538461538461539,0.1217948717948718,0.1371794871794872
baseline,2025-05-29 11:43:42.906010-03:00,2025-06-05 11:43:42.906010-03:00,1,2253,70828,0.040834442964935644,0.0011371712864250178,0.040834442964935644,0.2831779849090102,0.4394141145139814,0.040834442964935644,0.1463234206243527,0.1815875129457011
baseline,2025-05-29 12:00:34.919013-03:00,2025-06-05 12:00:34.919013-03:00,1,34,1107,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.017647058823529415
baseline,2025-05-29 13:54:27.589002-03:00,2025-06-05 13:54:27.589002-03:00,1,553,25974,0.14828209764918626,0.00437730049338241,0.14828209764918626,0.22603978300180833,0.3435804701627486,0.14828209764918626,0.18143459915611815,0.2055756479807115
baseline,2025-05-29 23:05:36.614007-03:00,2025-06-05 23:05:36.614007-03:00,1,121,740,0.03305785123966942,0.02823529411764706,0.03305785123966942,0.17355371900826447,0.2231404958677686,0.03305785123966942,0.08677685950413226,0.0991735537190083
baseline,2025-05-30 14:30:05.710000-03:00,2025-06-06 14:30:05.710000-03:00,1,174,6478,0.08045977011494253,0.004380475594493116,0.08045977011494253,0.1724137931034483,0.20689655172413793,0.08045977011494253,0.11685823754789268,0.12490421455938694
baseline,2025-05-30 14:50:13.611001-03:00,2025-06-06 14:50:13.611001-03:00,1,67,13644,0.1791044776119403,0.03571428571428571,0.1791044776119403,0.29850746268656714,0.29850746268656714,0.1791044776119403,0.23134328358208958,0.23134328358208958
baseline,2025-05-30 22:34:49.777003-03:00,2025-06-06 22:34:49.777003-03:00,1,162,7679,0.06790123456790123,0.00227085053674649,0.06790123456790123,0.09259259259259259,0.1111111111111111,0.06790123456790123,0.07613168724279835,0.08076131687242799
baseline,2025-05-31 08:47:57.581000-03:00,2025-06-07 08:47:57.581000-03:00,1,27,884,0.2222222222222222,0.12839506172839504,0.2222222222222222,0.4444444444444444,0.7037037037037037,0.2222222222222222,0.30864197530864196,0.36419753086419754
baseline,2025-05-31 10:28:20.800009-03:00,2025-06-07 10:28:20.800009-03:00,1,434,8968,0.20967741935483872,0.024139706697467844,0.20967741935483872,0.5230414746543779,0.7972350230414746,0.20967741935483872,0.352918586789555,0.4212365591397855
baseline,2025-05-31 10:49:53.395005-03:00,2025-06-07 10:49:53.395005-03:00,1,233,5184,0.0,0.0,0.0,0.008583690987124463,0.060085836909871244,0.0,0.004291845493562232,0.014806866952789705
baseline,2025-06-01 17:38:37.874060-03:00,2025-06-08 17:38:37.874060-03:00,1,4995,25636,0.0,0.0,0.0,0.12372372372372373,0.2002002002002002,0.0,0.04978311644978338,0.06778111444778073
baseline,2025-06-02 14:14:43.247008-03:00,2025-06-09 14:14:43.247008-03:00,1,33,480,0.30303030303030304,0.09439775910364147,0.30303030303030304,0.5454545454545454,0.5454545454545454,0.30303030303030304,0.42424242424242425,0.42424242424242425
baseline,2025-06-02 16:22:55.574005-03:00,2025-06-09 16:22:55.574005-03:00,1,420,2917,0.004761904761904762,0.00024415552707074406,0.004761904761904762,0.05238095238095238,0.0761904761904762,0.004761904761904762,0.02738095238095238,0.03273809523809524
baseline,2025-06-03 19:11:24.650007-03:00,2025-06-10 19:11:24.650007-03:00,1,54,14003,0.0,0.0,0.0,0.35185185185185186,0.3888888888888889,0.0,0.14506172839506173,0.154320987654321
baseline,2025-06-05 07:19:11.962001-03:00,2025-06-12 07:19:11.962001-03:00,1,2429,33756,0.06051873198847262,0.0010165806587062944,0.06051873198847262,0.1062165500205846,0.18279127212844792,0.06051873198847262,0.07938795114587627,0.09540277205983214
baseline,2025-06-05 07:29:04.576003-03:00,2025-06-12 07:29:04.576003-03:00,1,730,23020,0.03561643835616438,0.0006794175186802223,0.03561643835616438,0.10821917808219178,0.13972602739726028,0.03561643835616438,0.06894977168949772,0.07621004566210046
baseline,2025-06-05 09:14:25.081005-03:00,2025-06-12 09:14:25.081005-03:00,1,197,3967,0.10152284263959391,0.002393919444610689,0.10152284263959391,0.2182741116751269,0.233502538071066,0.10152284263959391,0.15143824027072755,0.15448392554991536
baseline,2025-06-05 11:29:41.527005-03:00,2025-06-12 11:29:41.527005-03:00,1,72,11434,0.041666666666666664,0.0056535199892313905,0.041666666666666664,0.09722222222222222,0.2361111111111111,0.041666666666666664,0.0625,0.09444444444444443
baseline,2025-06-05 11:43:42.906010-03:00,2025-06-12 11:43:42.906010-03:00,1,2183,71212,0.07191937700412276,0.007506086148771649,0.07191937700412276,0.31058176820888683,0.440219880897847,0.07191937700412276,0.1769735837532445,0.20425255764238698
baseline,2025-06-05 12:00:34.919013-03:00,2025-06-12 12:00:34.919013-03:00,1,22,1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-06-05 13:54:27.589002-03:00,2025-06-12 13:54:27.589002-03:00,1,687,26212,0.14119359534206696,0.0026939468486885413,0.14119359534206696,0.27365356622998543,0.38573508005822416,0.14119359534206696,0.20232896652110627,0.22933042212518187
baseline,2025-06-05 23:05:36.614007-03:00,2025-06-12 23:05:36.614007-03:00,1,86,861,0.38372093023255816,0.09242424242424242,0.38372093023255816,0.38372093023255816,0.8837209302325582,0.38372093023255816,0.38372093023255816,0.48662790697674435
baseline,2025-06-06 14:30:05.710000-03:00,2025-06-13 14:30:05.710000-03:00,1,98,6384,0.11224489795918367,0.01062288749396427,0.11224489795918367,0.24489795918367346,0.32653061224489793,0.11224489795918367,0.17857142857142858,0.19489795918367345
baseline,2025-06-06 14:50:13.611001-03:00,2025-06-13 14:50:13.611001-03:00,1,584,13219,0.07534246575342465,0.002561863173216885,0.07534246575342465,0.11472602739726027,0.1660958904109589,0.07534246575342465,0.09046803652968041,0.10245433789954343
baseline,2025-06-06 22:34:49.777003-03:00,2025-06-13 22:34:49.777003-03:00,1,102,7841,0.13725490196078433,0.0065237651444548,0.13725490196078433,0.29411764705882354,0.3431372549019608,0.13725490196078433,0.19934640522875813,0.20964052287581691
baseline,2025-06-07 08:47:57.581000-03:00,2025-06-14 08:47:57.581000-03:00,1,50,911,0.34,0.08820861678004535,0.34,0.58,0.7,0.34,0.44666666666666666,0.47266666666666657
baseline,2025-06-07 10:28:20.800009-03:00,2025-06-14 10:28:20.800009-03:00,1,388,9301,0.16237113402061856,0.012885125310067571,0.16237113402061856,0.5025773195876289,0.6881443298969072,0.16237113402061856,0.3217353951890036,0.36799828178694166
baseline,2025-06-08 17:38:37.874060-03:00,2025-06-15 17:38:37.874060-03:00,1,3627,30631,0.083264405845051,0.002661560835122869,0.083264405845051,0.09236283429831817,0.1800385993934381,0.083264405845051,0.08698649021229661,0.1075682382133992
baseline,2025-06-09 14:14:43.247008-03:00,2025-06-16 14:14:43.247008-03:00,1,3,513,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
baseline,2025-06-09 16:22:55.574005-03:00,2025-06-16 16:22:55.574005-03:00,1,317,3337,0.028391167192429023,0.0006110394459909024,0.028391167192429023,0.06624605678233439,0.11987381703470032,0.028391167192429023,0.04311251314405888,0.05620399579390115
baseline,2025-06-10 19:11:24.650007-03:00,2025-06-17 19:11:24.650007-03:00,1,70,14057,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0035714285714285713
baseline,2025-06-12 07:19:11.962001-03:00,2025-06-19 07:19:11.962001-03:00,1,370,36185,0.10540540540540541,0.0027260336210813262,0.10540540540540541,0.17297297297297298,0.1918918918918919,0.10540540540540541,0.12837837837837843,0.13297297297297303
baseline,2025-06-12 07:29:04.576003-03:00,2025-06-19 07:29:04.576003-03:00,1,1051,23010,0.025689819219790674,0.0004605231661529894,0.025689819219790674,0.09419600380589914,0.1313035204567079,0.025689819219790674,0.05486837932128137,0.06338407865524902
baseline,2025-06-12 09:14:25.081005-03:00,2025-06-19 09:14:25.081005-03:00,1,272,4072,0.05514705882352941,0.0009769123058386792,0.05514705882352941,0.11397058823529412,0.14705882352941177,0.05514705882352941,0.08149509803921569,0.08884803921568626
baseline,2025-06-12 11:29:41.527005-03:00,2025-06-19 11:29:41.527005-03:00,1,29,10703,0.06896551724137931,0.019078947368421053,0.06896551724137931,0.20689655172413793,0.2413793103448276,0.06896551724137931,0.13793103448275862,0.14655172413793102
baseline,2025-06-12 11:43:42.906010-03:00,2025-06-19 11:43:42.906010-03:00,1,1793,71946,0.022308979364194088,0.0009698733102988423,0.022308979364194088,0.27941996653653095,0.4060234244283324,0.022308979364194088,0.1343186465885857,0.1630135712957799
baseline,2025-06-12 12:00:34.919013-03:00,2025-06-19 12:00:34.919013-03:00,1,32,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-06-12 13:54:27.589002-03:00,2025-06-19 13:54:27.589002-03:00,1,461,26441,0.09978308026030369,0.00442843804188342,0.09978308026030369,0.20824295010845986,0.29718004338394793,0.09978308026030369,0.151120751988431,0.17324656543745479
baseline,2025-06-12 23:05:36.614007-03:00,2025-06-19 23:05:36.614007-03:00,1,129,929,0.3875968992248062,0.07077140835102619,0.3875968992248062,0.5813953488372093,0.8372093023255814,0.3875968992248062,0.46640826873385005,0.5303617571059431
baseline,2025-06-13 14:30:05.710000-03:00,2025-06-20 14:30:05.710000-03:00,1,425,6465,0.058823529411764705,0.003472222222222222,0.058823529411764705,0.2188235294117647,0.2847058823529412,0.058823529411764705,0.12549019607843145,0.13972549019607852
baseline,2025-06-13 14:50:13.611001-03:00,2025-06-20 14:50:13.611001-03:00,1,277,13103,0.1444043321299639,0.010411244143675169,0.1444043321299639,0.20577617328519857,0.33935018050541516,0.1444043321299639,0.16546329723225028,0.19398315282791817
baseline,2025-06-13 22:34:49.777003-03:00,2025-06-20 22:34:49.777003-03:00,1,36,7533,0.08333333333333333,0.010256410256410256,0.08333333333333333,0.1388888888888889,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.11666666666666667
baseline,2025-06-14 08:47:57.581000-03:00,2025-06-21 08:47:57.581000-03:00,1,88,866,0.07954545454545454,0.02717391304347826,0.07954545454545454,0.18181818181818182,0.29545454545454547,0.07954545454545454,0.1212121212121212,0.146780303030303
baseline,2025-06-14 10:28:20.800009-03:00,2025-06-21 10:28:20.800009-03:00,1,261,9191,0.20689655172413793,0.028891377379619262,0.20689655172413793,0.7011494252873564,0.7509578544061303,0.20689655172413793,0.40357598978288606,0.41564495530012746
baseline,2025-06-14 16:31:37.446017-03:00,2025-06-21 16:31:37.446017-03:00,1,1414,8681,0.07142857142857142,0.006418015417598595,0.07142857142857142,0.1661951909476662,0.25176803394625175,0.07142857142857142,0.10891089108910881,0.12881895332390383
baseline,2025-06-15 16:59:20.925051-03:00,2025-06-22 16:59:20.925051-03:00,1,804,5001,0.13930348258706468,0.0033046146583264485,0.13930348258706468,0.23756218905472637,0.31716417910447764,0.13930348258706468,0.17350746268656705,0.19104477611940304
baseline,2025-06-15 17:38:37.874060-03:00,2025-06-22 17:38:37.874060-03:00,1,2879,34258,0.08718304967002431,0.0023565656849094375,0.08718304967002431,0.16081972907259465,0.24557137895102465,0.08718304967002431,0.12075952298251696,0.1392207942572646
baseline,2025-06-16 14:14:43.247008-03:00,2025-06-23 14:14:43.247008-03:00,1,3,516,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
baseline,2025-06-16 16:22:55.574005-03:00,2025-06-23 16:22:55.574005-03:00,1,115,3654,0.017391304347826087,0.0029923273657289,0.017391304347826087,0.02608695652173913,0.043478260869565216,0.017391304347826087,0.021739130434782608,0.025217391304347827
baseline,2025-06-17 19:11:24.650007-03:00,2025-06-24 19:11:24.650007-03:00,1,3,14127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-06-19 09:14:25.081005-03:00,2025-06-26 09:14:25.081005-03:00,1,160,4176,0.05,0.0012698412698412698,0.05,0.1,0.125,0.05,0.075,0.0809375
baseline,2025-06-19 11:29:41.527005-03:00,2025-06-26 11:29:41.527005-03:00,1,77,10064,0.09090909090909091,0.008301158301158301,0.09090909090909091,0.18181818181818182,0.2857142857142857,0.09090909090909091,0.12987012987012986,0.15519480519480522
baseline,2025-06-19 11:43:42.906010-03:00,2025-06-26 11:43:42.906010-03:00,1,2569,71449,0.06578435188789412,0.005202968245694989,0.06578435188789412,0.13507201245620865,0.2709225379525107,0.06578435188789412,0.09303230829116384,0.12355001946282579
baseline,2025-06-19 12:00:34.919013-03:00,2025-06-26 12:00:34.919013-03:00,1,71,1104,0.0,0.0,0.0,0.23943661971830985,0.23943661971830985,0.0,0.07981220657276993,0.07981220657276993
baseline,2025-06-19 13:54:27.589002-03:00,2025-06-26 13:54:27.589002-03:00,1,493,25324,0.24543610547667344,0.010016173596603546,0.24543610547667344,0.26774847870182555,0.34685598377281945,0.24543610547667344,0.25591615956727515,0.2721433400946588
baseline,2025-06-19 23:05:36.614007-03:00,2025-06-26 23:05:36.614007-03:00,1,133,1043,0.18796992481203006,0.06439909297052153,0.18796992481203006,0.6616541353383458,0.9097744360902256,0.18796992481203006,0.37218045112781956,0.42218045112781993
baseline,2025-06-20 14:30:05.710000-03:00,2025-06-27 14:30:05.710000-03:00,1,1,6867,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333
baseline,2025-06-20 14:50:13.611001-03:00,2025-06-27 14:50:13.611001-03:00,1,122,11104,0.22131147540983606,0.00975609756097561,0.22131147540983606,0.27049180327868855,0.3770491803278688,0.22131147540983606,0.2459016393442623,0.27172131147540984
baseline,2025-06-20 22:34:49.777003-03:00,2025-06-27 22:34:49.777003-03:00,1,20,7095,0.1,0.012987012987012988,0.1,0.35,0.45,0.1,0.2,0.21999999999999997
baseline,2025-06-21 08:47:57.581000-03:00,2025-06-28 08:47:57.581000-03:00,1,12,923,0.4166666666666667,0.14583333333333331,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.4166666666666667,0.4861111111111111,0.5069444444444444
baseline,2025-06-21 10:28:20.800009-03:00,2025-06-28 10:28:20.800009-03:00,1,412,9003,0.24271844660194175,0.013020833333333334,0.24271844660194175,0.4441747572815534,0.6116504854368932,0.24271844660194175,0.33980582524271846,0.37536407766990304
baseline,2025-06-21 10:49:53.395005-03:00,2025-06-28 10:49:53.395005-03:00,1,1522,5417,0.012483574244415242,0.0001458294179520772,0.012483574244415242,0.03810775295663601,0.051248357424441525,0.012483574244415242,0.02343407796758651,0.02662067455102934
baseline,2025-06-21 16:31:37.446017-03:00,2025-06-28 16:31:37.446017-03:00,1,1105,10095,0.028054298642533938,0.0017732563096648389,0.028054298642533938,0.11855203619909502,0.1339366515837104,0.028054298642533938,0.06244343891402715,0.06619909502262444
baseline,2025-06-22 16:59:20.925051-03:00,2025-06-29 16:59:20.925051-03:00,1,906,5805,0.11589403973509933,0.0022334960594748094,0.11589403973509933,0.217439293598234,0.25165562913907286,0.11589403973509933,0.1642752023546725,0.1713392200147167
baseline,2025-06-22 17:38:37.874060-03:00,2025-06-29 17:38:37.874060-03:00,1,4645,37137,0.116254036598493,0.0025424802849764046,0.116254036598493,0.20796555435952638,0.24305705059203445,0.116254036598493,0.15263724434876302,0.15989235737352162
baseline,2025-06-23 14:14:43.247008-03:00,2025-06-30 14:14:43.247008-03:00,1,12,519,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.1111111111111111,0.12777777777777777
baseline,2025-06-23 16:22:55.574005-03:00,2025-06-30 16:22:55.574005-03:00,1,143,3769,0.027972027972027972,0.0015698587127158557,0.027972027972027972,0.08391608391608392,0.14685314685314685,0.027972027972027972,0.05244755244755245,0.0660839160839161
baseline,2025-06-24 19:11:24.650007-03:00,2025-07-01 19:11:24.650007-03:00,1,24,14130,0.041666666666666664,0.014285714285714285,0.041666666666666664,0.5833333333333334,0.5833333333333334,0.041666666666666664,0.2986111111111111,0.2986111111111111
baseline,2025-06-26 09:14:25.081005-03:00,2025-07-03 09:14:25.081005-03:00,1,169,4160,0.11242603550295859,0.0030168307399174345,0.11242603550295859,0.2485207100591716,0.30177514792899407,0.11242603550295859,0.1804733727810651,0.19230769230769232
baseline,2025-06-26 11:29:41.527005-03:00,2025-07-03 11:29:41.527005-03:00,1,24,9866,0.08333333333333333,0.019230769230769232,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
baseline,2025-06-26 11:43:42.906010-03:00,2025-07-03 11:43:42.906010-03:00,1,3918,71864,0.04543134252169474,0.0024404051298811077,0.04543134252169474,0.19372128637059724,0.3164880040837162,0.04543134252169474,0.10490045941806943,0.13245278203164715
baseline,2025-06-26 12:00:34.919013-03:00,2025-07-03 12:00:34.919013-03:00,1,89,1040,0.0449438202247191,0.0012115704982583674,0.0449438202247191,0.056179775280898875,0.07865168539325842,0.0449438202247191,0.05056179775280899,0.05561797752808989
baseline,2025-06-26 13:54:27.589002-03:00,2025-07-03 13:54:27.589002-03:00,1,756,25077,0.1164021164021164,0.003612620836435932,0.1164021164021164,0.1865079365079365,0.2222222222222222,0.1164021164021164,0.15101410934744267,0.15947971781305115
baseline,2025-06-26 23:05:36.614007-03:00,2025-07-03 23:05:36.614007-03:00,1,139,1170,0.18705035971223022,0.03573043871551334,0.18705035971223022,0.6330935251798561,0.8992805755395683,0.18705035971223022,0.39088729016786583,0.45347721822541986
baseline,2025-06-27 14:50:13.611001-03:00,2025-07-04 14:50:13.611001-03:00,1,306,9843,0.3333333333333333,0.007352941176470588,0.3333333333333333,0.477124183006536,0.5686274509803921,0.3333333333333333,0.39760348583877986,0.4167211328976035
baseline,2025-06-27 22:34:49.777003-03:00,2025-07-04 22:34:49.777003-03:00,1,18,7115,0.1111111111111111,0.014285714285714287,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1388888888888889,0.1388888888888889
baseline,2025-06-28 08:47:57.581000-03:00,2025-07-05 08:47:57.581000-03:00,1,41,935,0.14634146341463414,0.032926829268292684,0.14634146341463414,0.3902439024390244,0.43902439024390244,0.14634146341463414,0.24796747967479676,0.25894308943089434
baseline,2025-06-28 10:28:20.800009-03:00,2025-07-05 10:28:20.800009-03:00,1,182,9415,0.13186813186813187,0.02912621359223301,0.13186813186813187,0.5,0.5,0.13186813186813187,0.3159340659340659,0.3159340659340659
baseline,2025-06-28 10:49:53.395005-03:00,2025-07-05 10:49:53.395005-03:00,1,401,6939,0.017456359102244388,0.00025316455696202533,0.017456359102244388,0.04987531172069826,0.06483790523690773,0.017456359102244388,0.03158769742310889,0.034954280964256026
baseline,2025-06-29 16:59:20.925051-03:00,2025-07-06 16:59:20.925051-03:00,1,630,6711,0.07777777777777778,0.0018503832936822625,0.07777777777777778,0.16825396825396827,0.2,0.07777777777777778,0.12116402116402115,0.12814814814814815
baseline,2025-06-29 17:38:37.874060-03:00,2025-07-06 17:38:37.874060-03:00,1,2910,41782,0.211340206185567,0.002747528899313118,0.211340206185567,0.24536082474226803,0.3398625429553265,0.211340206185567,0.22571592210767463,0.2477434135166096
baseline,2025-06-30 14:14:43.247008-03:00,2025-07-07 14:14:43.247008-03:00,1,22,531,0.22727272727272727,0.0411522633744856,0.22727272727272727,0.6363636363636364,0.6818181818181818,0.22727272727272727,0.42424242424242425,0.43333333333333335
baseline,2025-06-30 16:22:55.574005-03:00,2025-07-07 16:22:55.574005-03:00,1,74,3912,0.04054054054054054,0.014285714285714285,0.04054054054054054,0.10810810810810811,0.1891891891891892,0.04054054054054054,0.07432432432432433,0.09054054054054056
baseline,2025-07-01 19:11:24.650007-03:00,2025-07-08 19:11:24.650007-03:00,1,31,14154,0.0,0.0,0.0,0.5161290322580645,0.5483870967741935,0.0,0.25806451612903225,0.264516129032258
baseline,2025-07-03 09:14:25.081005-03:00,2025-07-10 09:14:25.081005-03:00,1,170,4104,0.18235294117647058,0.010001929728205204,0.18235294117647058,0.27058823529411763,0.29411764705882354,0.18235294117647058,0.22647058823529412,0.2323529411764706
baseline,2025-07-03 11:29:41.527005-03:00,2025-07-10 11:29:41.527005-03:00,1,48,9596,0.10416666666666667,0.02584530853761623,0.10416666666666667,0.10416666666666667,0.16666666666666666,0.10416666666666667,0.10416666666666667,0.11979166666666667
baseline,2025-07-03 11:43:42.906010-03:00,2025-07-10 11:43:42.906010-03:00,1,2462,74838,0.09301380991064176,0.004902685382828831,0.09301380991064176,0.24776604386677498,0.2896019496344435,0.09301380991064176,0.1669374492282696,0.17546709991876472
baseline,2025-07-03 12:00:34.919013-03:00,2025-07-10 12:00:34.919013-03:00,1,2,1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline,2025-07-03 13:54:27.589002-03:00,2025-07-10 13:54:27.589002-03:00,1,1437,24806,0.028531663187195546,0.0007426735198569994,0.028531663187195546,0.09881697981906751,0.11064718162839249,0.028531663187195546,0.05984690327070279,0.06259568545581067
baseline,2025-07-03 23:05:36.614007-03:00,2025-07-10 23:05:36.614007-03:00,1,141,1292,0.475177304964539,0.04601648351648352,0.475177304964539,0.5602836879432624,0.9290780141843972,0.475177304964539,0.5070921985815603,0.5911347517730499
baseline,2025-07-04 14:50:13.611001-03:00,2025-07-11 14:50:13.611001-03:00,1,240,8557,0.15833333333333333,0.007593924860111911,0.15833333333333333,0.2708333333333333,0.38333333333333336,0.15833333333333333,0.2006944444444444,0.22777777777777775
baseline,2025-07-04 22:34:49.777003-03:00,2025-07-11 22:34:49.777003-03:00,1,12,7133,0.25,0.06666666666666667,0.25,0.5833333333333334,0.5833333333333334,0.25,0.375,0.375
baseline,2025-07-05 08:47:57.581000-03:00,2025-07-12 08:47:57.581000-03:00,1,32,976,0.34375,0.07647907647907648,0.34375,0.59375,0.71875,0.34375,0.4427083333333333,0.47239583333333335
